annotation_id,image_id,category_id,bbox_x,bbox_y,bbox_w,bbox_h,score
700,1226,19861,125,862,222,170,1.0
701,1226,31885,148,10,299,541,0.99
702,1226,27733,579,94,285,380,0.88
703,1226,35206,575,91,299,384,0.45
704,1227,3483,149,220,249,222,1.0
705,1227,19861,644,277,211,172,1.0
706,1227,31885,558,675,313,605,0.99
707,1227,35206,105,782,306,372,0.9
708,1227,27733,100,776,317,394,0.55
709,1232,3483,146,289,211,257,1.0
710,1232,20877,593,260,323,240,1.0
711,1232,31885,545,654,390,520,0.99
712,1232,29667,137,862,224,224,0.98
713,1235,1900,151,253,199,164,1.0
714,1235,16548,620,143,242,232,1.0
715,1235,33009,545,832,375,203,0.99
716,1235,21771,162,806,187,187,0.92
717,1237,1900,104,266,208,131,1.0
718,1237,16548,611,189,242,227,1.0
719,1237,27926,175,705,277,404,0.56
720,1237,12247,631,807,162,268,0.4
721,1237,30308,163,706,269,434,0.35
722,1237,2483,612,785,181,295,0.26
723,1238,1900,682,879,221,133,1.0
724,1238,16548,132,841,239,243,1.0
725,1238,30308,576,178,249,421,0.69
726,1238,12247,212,239,153,264,0.61
727,1238,27926,527,180,289,407,0.32
728,1239,1900,85,260,203,129,1.0
729,1239,16548,584,181,234,228,1.0
730,1239,27926,135,621,284,457,0.66
731,1239,30308,159,667,242,417,0.41
732,1239,12247,605,783,166,262,0.34
733,1239,16551,139,649,273,413,0.31
734,124,1900,174,280,206,141,1.0
735,124,16551,0,766,362,459,0.99
736,124,21771,685,884,199,189,0.93
737,124,16232,673,281,177,159,0.9
738,124,22347,681,876,196,203,0.37
739,124,22347,683,273,167,176,0.27
740,1242,1900,161,257,126,206,1.0
741,1242,29345,94,703,286,449,0.99
742,1242,16551,540,89,297,474,0.72
743,1242,25469,636,810,175,300,0.67
744,1242,30308,564,77,288,495,0.54
745,1242,12247,633,810,167,283,0.34
746,1243,3483,608,790,275,211,1.0
747,1243,30308,68,136,368,431,1.0
748,1243,27733,125,768,314,276,1.0
749,1243,35206,600,132,254,385,0.98
750,1244,3483,121,307,273,201,1.0
751,1244,35206,123,734,271,398,1.0
752,1244,30308,569,687,374,433,1.0
753,1244,27733,567,261,298,268,1.0
754,1245,3483,582,760,272,208,1.0
755,1245,30308,57,121,362,413,1.0
756,1245,27733,562,122,263,375,0.93
757,1245,27733,88,732,321,280,0.75
758,1245,35206,87,729,321,281,0.42
759,1246,3483,539,778,262,226,1.0
760,1246,16262,575,187,238,232,1.0
761,1246,27777,145,776,178,206,0.97
762,1246,34597,53,55,406,505,0.91
763,1246,19552,60,100,417,444,0.28
764,1248,3483,172,274,260,219,1.0
765,1248,16262,136,836,252,241,1.0
766,1248,27777,640,292,173,198,0.97
767,1248,34597,537,647,396,520,0.87
768,1248,19552,509,687,443,474,0.41
769,125,1900,626,890,203,141,1.0
770,125,16551,631,44,345,423,0.99
771,125,16232,133,876,183,164,0.99
772,125,21771,113,206,193,184,0.97
773,1250,2483,607,79,214,483,1.0
774,1250,12778,101,61,297,529,0.99
775,1250,3743,101,815,283,283,0.87
776,1250,16262,100,806,285,286,0.52
777,1250,13395,598,703,231,456,0.52
778,1250,12081,600,702,219,463,0.5
779,1251,2483,91,684,232,472,1.0
780,1251,12778,545,645,296,530,0.99
781,1251,3743,546,197,267,265,0.91
782,1251,13395,137,109,220,418,0.56
783,1251,12081,142,99,208,445,0.49
784,1251,3544,555,163,268,304,0.27
785,1252,3483,649,753,209,271,1.0
786,1252,30308,77,82,394,410,1.0
787,1252,20877,72,797,330,245,1.0
788,1252,29667,626,187,221,214,0.99
789,1254,30308,72,71,372,394,1.0
790,1254,3483,621,723,209,268,1.0
791,1254,29667,595,182,219,218,1.0
792,1254,20877,46,755,329,253,1.0
793,1256,1900,644,824,172,214,0.99
794,1256,19607,659,273,154,149,0.98
795,1256,30308,141,139,247,437,0.61
796,1256,16551,89,677,294,472,0.56
797,1256,30308,113,633,291,539,0.5
798,126,1900,594,856,208,146,1.0
799,126,16551,608,26,327,425,0.99
800,126,16232,98,842,185,167,0.98
801,126,21771,98,197,187,186,0.96
802,1261,3483,589,842,282,176,1.0
803,1261,16232,648,229,196,181,1.0
804,1261,28763,94,852,220,206,0.99
805,1261,22347,142,171,208,195,0.99
806,1262,3483,562,810,288,181,1.0
807,1262,16232,621,221,188,183,0.99
808,1262,28763,61,813,219,207,0.99
809,1262,22347,124,165,203,196,0.99
810,1263,3483,133,287,275,178,1.0
811,1263,16232,139,845,201,193,1.0
812,1263,22347,643,899,218,214,0.99
813,1263,28763,674,256,213,199,0.99
814,1264,36637,227,319,203,236,1.0
815,1264,3351,392,859,187,189,1.0
816,1264,31863,639,323,206,202,1.0
817,1265,3351,356,178,186,189,1.0
818,1265,36637,504,659,212,258,1.0
819,1265,31863,81,704,211,212,1.0
820,1269,36637,221,766,205,245,1.0
821,1269,3351,361,233,185,183,1.0
822,1269,13900,619,763,176,263,1.0
823,127,2483,641,117,206,472,1.0
824,127,12778,134,150,294,540,0.99
825,127,3743,134,859,280,285,0.87
826,127,22362,620,772,253,435,0.74
827,127,16262,124,852,290,288,0.35
828,127,12081,631,772,245,453,0.33
829,127,31863,149,826,262,309,0.27
830,1270,1900,628,894,213,135,1.0
831,1270,16548,116,850,242,243,1.0
832,1270,27926,142,143,262,456,0.97
833,1270,20014,650,290,290,274,0.9
834,1270,16262,630,266,304,290,0.86
835,1272,1900,160,249,201,128,1.0
836,1272,16548,630,179,240,225,1.0
837,1272,27926,597,674,258,487,0.99
838,1272,20014,65,745,288,292,0.9
839,1272,16262,40,734,304,303,0.36
840,1273,2483,108,678,228,492,1.0
841,1273,25438,559,200,243,259,0.99
842,1273,12778,539,601,306,519,0.96
843,1273,13395,116,57,243,479,0.79
844,1273,12081,117,91,242,463,0.33
845,1274,2483,601,51,218,484,1.0
846,1274,25438,130,807,252,263,0.99
847,1274,12778,100,74,302,536,0.99
848,1274,13395,580,719,248,494,0.79
849,1274,12081,586,696,247,533,0.42
850,1278,3832,150,601,306,422,1.0
851,1278,3351,417,256,185,182,1.0
852,1278,38162,619,707,191,292,1.0
853,1279,1900,645,856,215,155,1.0
854,1279,21771,677,289,180,181,0.93
855,1279,16551,79,763,306,498,0.72
856,1279,30308,128,149,244,426,0.66
857,1279,30308,116,747,298,533,0.31
858,128,2483,647,68,203,512,1.0
859,128,12778,132,126,294,534,0.99
860,128,3743,128,849,272,273,0.92
861,128,22362,605,775,256,409,0.85
862,1280,1900,122,260,201,150,1.0
863,1280,21771,94,808,190,192,0.95
864,1280,27926,595,679,296,437,0.75
865,1280,16551,565,0,292,455,0.69
866,1280,30308,601,0,283,480,0.5
867,1280,30308,617,701,274,450,0.4
868,1280,16551,605,691,273,431,0.33
869,1282,2483,61,634,207,504,1.0
870,1282,3743,498,127,304,300,0.96
871,1282,12778,505,570,308,523,0.96
872,1282,13395,87,91,233,471,0.83
873,1282,12081,86,87,226,482,0.42
874,1284,2483,674,82,204,477,1.0
875,1284,3743,123,824,318,328,0.97
876,1284,12778,125,96,306,524,0.95
877,1284,13395,628,663,230,514,0.81
878,1284,12081,625,626,242,560,0.52
879,129,2483,80,643,206,495,0.99
880,129,12778,517,555,297,515,0.97
881,129,22362,83,77,248,385,0.86
882,129,3743,520,147,265,269,0.85
883,129,3544,525,125,268,299,0.3
884,129,12081,68,97,255,377,0.29
885,1290,1900,160,256,131,205,1.0
886,1290,16548,537,138,234,229,1.0
887,1290,29345,587,528,276,445,0.99
888,1290,20014,48,712,319,305,0.91
889,1290,16262,42,716,297,307,0.78
890,1293,3483,539,780,264,228,1.0
891,1293,20238,578,190,218,214,0.99
892,1293,30308,121,83,302,451,0.99
893,1293,27777,146,777,180,202,0.97
894,1294,3483,589,842,282,175,1.0
895,1294,35206,682,152,200,413,1.0
896,1294,28763,95,852,219,206,0.99
897,1294,34597,0,36,434,476,0.88
898,1294,19552,27,69,402,421,0.29
899,1295,3483,562,810,287,180,1.0
900,1295,35206,654,135,194,411,1.0
901,1295,28763,62,813,218,206,0.99
902,1295,34597,10,13,395,477,0.95
903,1296,3483,131,287,280,178,1.0
904,1296,35206,108,676,192,434,1.0
905,1296,28763,673,257,215,199,0.99
906,1296,34597,579,724,397,497,0.89
907,1296,19552,561,734,415,475,0.29
908,1297,16548,151,243,233,224,1.0
909,1297,4543,160,890,206,216,0.99
910,1297,3544,644,918,215,215,0.98
911,1297,4543,681,275,196,182,0.95
912,1297,27777,679,277,188,167,0.41
913,1298,16548,617,829,240,228,1.0
914,1298,3544,144,147,205,197,0.99
915,1298,4543,617,169,207,203,0.98
916,1298,4543,111,856,197,190,0.97
917,13,3351,428,853,193,191,1.0
918,13,33880,480,246,438,272,1.0
919,13,16232,143,329,197,192,0.95
920,13,22074,139,336,190,184,0.25
921,130,36637,130,829,195,254,1.0
922,130,3483,175,275,257,219,1.0
923,130,30308,511,756,465,326,1.0
924,130,27777,637,297,174,193,0.97
925,1300,3483,588,842,282,175,1.0
926,1300,29667,629,182,226,215,1.0
927,1300,28763,94,852,218,206,0.99
928,1300,31885,41,128,500,449,0.91
929,1302,3483,561,810,287,180,1.0
930,1302,29667,603,178,219,213,1.0
931,1302,28763,61,813,219,206,0.99
932,1302,31885,53,95,429,455,0.93
933,1305,1900,632,894,211,133,1.0
934,1305,27926,597,149,271,454,0.96
935,1305,30308,93,654,342,491,0.6
936,1305,16551,80,666,312,461,0.59
937,1305,27993,163,294,241,150,0.52
938,1305,19861,148,293,270,149,0.49
939,1309,3483,122,307,269,200,1.0
940,1309,29667,88,859,233,233,1.0
941,1309,27733,563,257,299,261,1.0
942,1309,28763,582,873,222,210,0.99
943,1311,3483,580,759,274,208,1.0
944,1311,29667,636,174,223,219,1.0
945,1311,28763,175,190,211,197,0.99
946,1311,27733,88,733,324,281,0.98
947,1312,2483,621,47,246,474,1.0
948,1312,12778,76,40,320,509,0.95
949,1312,3743,101,806,269,276,0.89
950,1312,13395,604,676,231,513,0.87
951,1312,12081,590,657,240,494,0.44
952,1315,3351,424,877,190,191,1.0
953,1315,19232,542,212,295,289,0.99
954,1315,16688,162,92,258,619,0.94
955,1316,3351,327,161,185,190,1.0
956,1316,19232,84,694,312,308,1.0
957,1316,16688,520,472,292,663,1.0
958,132,36637,668,180,183,252,1.0
959,132,3483,565,813,264,219,1.0
960,132,30308,39,173,446,314,1.0
961,132,27777,180,812,173,201,0.98
962,1322,2483,90,681,234,473,1.0
963,1322,3743,546,197,267,264,0.91
964,1322,12778,482,597,342,495,0.74
965,1322,13395,134,124,214,402,0.5
966,1322,12081,142,98,207,446,0.49
967,1322,19552,494,599,335,498,0.47
968,1322,3544,555,163,268,304,0.26
969,1323,2483,614,52,223,484,1.0
970,1323,3743,101,805,272,264,0.88
971,1323,12778,133,96,334,508,0.83
972,1323,13395,592,712,219,439,0.76
973,1323,12081,586,684,221,466,0.56
974,1323,19552,121,106,355,498,0.39
975,1323,31863,107,795,258,271,0.32
976,1326,3351,369,243,183,185,1.0
977,1326,20238,601,840,226,221,0.99
978,1326,18357,164,672,268,354,0.98
979,1327,16548,166,814,243,240,1.0
980,1327,1900,646,845,188,192,0.99
981,1327,29451,508,248,403,216,0.96
982,1327,25469,191,240,198,267,0.8
983,1327,12247,173,235,195,250,0.7
984,1328,16548,582,217,238,227,1.0
985,1328,1900,169,248,183,184,1.0
986,1328,29451,71,845,411,217,0.98
987,1328,25469,635,820,211,271,0.88
988,1329,16548,555,206,230,229,1.0
989,1329,1900,150,239,180,183,0.99
990,1329,29451,12,808,443,217,0.95
991,1329,25469,606,786,216,284,0.86
992,1330,3483,605,846,274,188,1.0
993,1330,35206,612,119,231,402,1.0
994,1330,25469,91,830,339,300,1.0
995,1330,34597,89,164,449,414,0.98
996,1331,3483,575,810,279,194,1.0
997,1331,35206,583,111,224,393,1.0
998,1331,25469,53,784,347,307,1.0
999,1331,34597,84,129,428,429,1.0
1000,1332,3483,126,273,268,189,1.0
1001,1332,35206,134,730,246,409,1.0
1002,1332,25469,571,192,339,281,1.0
1003,1332,34597,454,646,455,455,0.99
1004,1333,3351,400,920,192,194,1.0
1005,1333,36637,157,287,194,241,1.0
1006,1333,20014,581,281,335,319,0.99
1007,1337,16548,575,187,242,225,1.0
1008,1337,1900,169,247,182,182,1.0
1009,1337,29451,496,823,398,265,0.99
1010,1337,20014,80,782,304,291,0.87
1011,1337,16262,74,786,291,301,0.42
1012,134,3483,562,810,288,179,1.0
1013,134,35206,653,135,195,411,1.0
1014,134,28763,62,814,219,206,0.99
1015,134,31885,52,4,332,532,0.99
1016,1340,1900,641,857,217,162,1.0
1017,1340,16548,184,823,242,243,1.0
1018,1340,24850,595,285,276,176,0.9
1019,1340,30308,135,123,252,413,0.51
1020,1340,20877,572,276,301,172,0.45
1021,1340,19232,127,116,272,434,0.27
1022,1345,3483,604,846,274,188,1.0
1023,1345,25469,81,829,354,301,1.0
1024,1345,31885,164,131,428,485,0.98
1025,1345,29667,617,179,222,211,0.97
1026,1347,3483,128,272,269,189,1.0
1027,1347,25469,571,192,342,280,1.0
1028,1347,31885,410,617,417,504,0.98
1029,1347,29667,139,878,233,215,0.76
1030,1347,16548,144,879,241,216,0.55
1031,1348,3351,363,877,190,192,1.0
1032,1348,31863,188,270,200,196,0.99
1033,1348,22074,676,307,184,192,0.99
1034,135,3483,589,843,283,173,1.0
1035,135,35206,684,149,196,414,1.0
1036,135,28763,95,853,219,205,0.99
1037,135,31885,60,21,356,527,0.99
1038,1350,3351,426,221,185,182,1.0
1039,1350,22074,108,814,184,188,1.0
1040,1350,31863,591,857,200,205,0.99
1041,1350,3351,206,231,218,182,0.47
1042,1353,3483,168,277,266,219,1.0
1043,1353,16232,156,825,184,194,0.99
1044,1353,27777,636,297,174,194,0.97
1045,1353,34597,518,672,433,473,0.9
1046,1353,19552,509,695,467,432,0.26
1047,1354,36637,169,802,190,248,1.0
1048,1354,3483,142,292,212,257,1.0
1049,1354,20877,543,294,328,233,1.0
1050,1354,30308,582,730,336,466,0.99
1051,1355,36637,603,202,177,245,1.0
1052,1355,3483,625,719,209,270,1.0
1053,1355,20877,83,722,333,245,1.0
1054,1355,30308,83,42,316,451,1.0
1055,1357,16548,577,169,233,225,1.0
1056,1357,3544,93,231,204,195,0.98
1057,1357,4543,625,813,197,192,0.95
1058,1357,16548,155,664,236,373,0.6
1059,1357,19232,174,667,207,371,0.42
1060,1357,27926,167,690,219,342,0.39
1061,1357,29451,153,624,231,427,0.34
1062,1358,16548,606,177,239,225,1.0
1063,1358,3544,112,240,210,202,0.99
1064,1358,4543,651,848,191,186,0.93
1065,1358,16548,189,709,231,373,0.73
1066,1358,29451,184,685,221,400,0.28
1067,1358,19232,205,719,206,352,0.27
1068,1359,16548,138,854,244,242,1.0
1069,1359,3544,669,832,223,204,0.99
1070,1359,4543,157,276,198,183,0.95
1071,1359,16548,577,227,216,334,0.87
1072,1359,29451,580,178,196,422,0.47
1073,1359,27777,149,282,196,173,0.26
1074,136,1900,653,849,207,161,1.0
1075,136,16551,79,657,307,494,0.97
1076,136,33009,575,228,289,270,0.7
1077,136,20238,150,250,229,228,0.38
1078,136,34597,571,217,317,282,0.38
1079,136,25469,143,249,249,229,0.34
1080,136,12247,140,258,232,202,0.32
1081,136,2483,564,187,325,300,0.3
1082,1361,3351,357,149,186,189,1.0
1083,1361,29667,626,688,232,235,1.0
1084,1361,19232,168,648,246,360,0.99
1085,1363,3351,432,887,192,193,1.0
1086,1363,33880,452,251,434,277,1.0
1087,1363,16262,122,294,238,232,1.0
1088,1366,3483,133,287,276,178,1.0
1089,1366,29667,126,867,228,225,1.0
1090,1366,28763,675,257,215,198,0.99
1091,1366,22347,667,836,207,211,0.97
1092,1366,20238,667,840,210,206,0.33
1093,1367,3483,561,810,288,180,1.0
1094,1367,29667,601,176,222,216,1.0
1095,1367,28763,61,812,219,207,0.99
1096,1367,22347,106,227,204,192,0.99
1097,1369,3483,600,866,259,233,1.0
1098,1369,16262,636,177,248,233,1.0
1099,1369,19861,125,863,221,169,1.0
1100,1369,22347,116,218,214,199,0.95
1101,1371,3483,575,837,255,226,1.0
1102,1371,16262,609,173,238,223,1.0
1103,1371,19861,93,826,226,178,1.0
1104,1371,22347,101,206,209,194,0.95
1105,1372,2483,599,119,284,432,0.99
1106,1372,3743,80,808,326,342,0.95
1107,1372,12778,90,90,312,498,0.93
1108,1372,3832,613,700,228,517,0.71
1109,1372,13395,611,706,250,524,0.49
1110,1372,19552,99,108,331,482,0.32
1111,1376,1900,643,858,203,168,1.0
1112,1376,33009,597,255,337,217,0.97
1113,1376,16551,85,703,278,505,0.94
1114,1376,33208,157,297,198,194,0.86
1115,1377,1900,149,256,203,155,1.0
1116,1377,33009,57,827,342,223,0.98
1117,1377,16551,599,65,279,470,0.91
1118,1377,33208,650,809,203,194,0.91
1119,1377,22362,626,34,260,499,0.28
1120,1378,3483,149,220,249,222,1.0
1121,1378,19861,643,275,217,173,0.99
1122,1378,35206,111,774,299,389,0.98
1123,1378,22347,629,863,220,220,0.9
1124,1378,20238,630,866,205,210,0.33
1125,1378,27733,102,777,313,396,0.3
1126,1379,3483,600,868,259,231,1.0
1127,1379,19861,125,865,223,171,1.0
1128,1379,22347,164,204,207,200,0.94
1129,1379,27733,580,94,285,377,0.86
1130,1379,35206,582,98,291,371,0.5
1131,1381,3351,406,844,191,192,1.0
1132,1381,21325,631,276,243,138,0.99
1133,1381,32310,29,236,397,242,0.96
1134,1384,3483,566,812,262,224,1.0
1135,1384,25367,50,95,418,455,1.0
1136,1384,20238,603,194,231,217,0.99
1137,1384,27777,176,817,178,192,0.98
1138,1385,3483,539,780,263,229,1.0
1139,1385,25367,44,77,402,458,1.0
1140,1385,20238,577,190,219,213,0.99
1141,1385,27777,146,776,178,206,0.97
1142,1386,3483,170,275,264,219,1.0
1143,1386,20238,153,851,231,227,1.0
1144,1386,25367,537,700,417,471,0.99
1145,1386,27777,640,291,172,198,0.97
1146,1387,3483,643,760,205,269,1.0
1147,1387,20238,599,182,228,217,0.99
1148,1387,22347,115,241,205,198,0.99
1149,1387,20877,134,835,285,306,0.94
1150,139,3483,574,811,278,193,1.0
1151,139,35206,584,111,222,393,1.0
1152,139,25469,52,787,354,304,1.0
1153,139,31885,0,40,412,520,0.99
1154,1390,2483,598,116,210,466,1.0
1155,1390,25438,159,870,261,270,0.99
1156,1390,19552,117,167,356,458,0.92
1157,1390,22362,605,739,259,428,0.82
1158,1390,12081,614,760,272,406,0.28
1159,1390,12778,127,153,344,475,0.25
1160,1392,2483,602,86,220,470,1.0
1161,1392,25438,157,861,255,256,0.99
1162,1392,19552,121,132,357,454,0.9
1163,1392,22362,596,743,262,401,0.85
1164,1392,12778,107,140,372,476,0.4
1165,1393,3483,173,274,260,219,1.0
1166,1393,16262,139,837,245,240,1.0
1167,1393,22347,685,871,213,205,0.98
1168,1393,27777,640,292,173,196,0.97
1169,1395,3483,538,781,263,227,1.0
1170,1395,16262,577,183,236,234,1.0
1171,1395,22347,86,193,205,195,0.99
1172,1395,27777,144,776,182,203,0.98
1173,1396,2483,88,652,215,503,1.0
1174,1396,3743,516,164,264,264,0.91
1175,1396,13395,84,89,233,472,0.83
1176,1396,12778,513,583,324,510,0.78
1177,1396,19552,515,602,327,482,0.54
1178,1396,12081,82,88,227,480,0.44
1179,1396,3544,524,135,272,297,0.27
1180,140,3483,605,846,274,188,1.0
1181,140,35206,614,119,229,402,1.0
1182,140,25469,90,832,339,297,1.0
1183,140,31885,13,60,420,510,0.99
1184,1401,3483,127,271,270,190,1.0
1185,1401,25469,571,191,341,281,1.0
1186,1401,22347,651,848,214,212,0.97
1187,1401,29667,139,872,224,229,0.92
1188,1401,16548,145,881,229,217,0.3
1189,1402,3351,423,884,193,193,1.0
1190,1402,20238,87,334,223,223,0.98
1191,1402,33880,466,189,385,375,0.98
1192,1404,3351,363,213,188,185,1.0
1193,1404,20238,667,762,233,223,0.99
1194,1404,33880,120,739,399,373,0.99
1195,1407,3351,378,231,185,183,1.0
1196,1407,38162,602,795,248,253,1.0
1197,1407,33880,103,680,312,437,0.99
1198,1408,16548,74,807,241,241,1.0
1199,1408,1900,189,273,203,135,1.0
1200,1408,16232,686,282,178,160,0.94
1201,1408,33208,660,899,213,220,0.94
1202,1411,3483,589,842,283,175,1.0
1203,1411,36637,643,208,188,245,1.0
1204,1411,30308,72,130,381,420,1.0
1205,1411,28763,96,853,219,206,0.99
1206,1413,36637,153,804,195,249,1.0
1207,1413,3483,130,288,281,177,1.0
1208,1413,30308,556,704,383,425,1.0
1209,1413,28763,672,257,215,199,0.99
1210,1414,3544,110,193,205,200,0.99
1211,1414,16548,59,775,235,234,0.99
1212,1414,27926,550,587,289,485,0.94
1213,1414,16262,614,184,208,230,0.41
1214,1414,29667,606,185,209,220,0.31
1215,1418,1900,125,256,201,151,1.0
1216,1418,16551,99,645,299,475,0.94
1217,1418,27926,588,712,281,438,0.59
1218,1418,2483,562,50,233,441,0.57
1219,1418,27926,566,61,227,459,0.39
1220,1418,30308,599,731,271,426,0.36
1221,1418,16551,592,703,276,425,0.3
1222,1418,12778,538,94,251,403,0.27
1223,142,1900,583,867,207,141,1.0
1224,142,16548,592,153,236,227,1.0
1225,142,16232,88,840,183,167,0.96
1226,142,25469,95,193,235,204,0.62
1227,142,22074,96,834,168,174,0.33
1228,142,12247,64,185,252,201,0.29
1229,142,27993,80,197,230,184,0.27
1230,1420,3351,411,872,187,192,1.0
1231,1420,41768,100,241,297,265,1.0
1232,1420,16688,551,72,253,590,0.87
1233,1420,29345,544,57,261,620,0.3
1234,1421,41768,553,720,299,283,1.0
1235,1421,3351,337,165,186,191,1.0
1236,1421,16688,121,523,269,647,0.98
1237,1424,3483,540,777,263,226,1.0
1238,1424,35206,581,137,223,385,1.0
1239,1424,31885,100,64,363,549,0.99
1240,1424,27777,142,775,181,201,0.97
1241,1425,3483,571,812,257,223,1.0
1242,1425,35206,611,146,228,399,1.0
1243,1425,31885,118,91,363,531,0.99
1244,1425,27777,179,813,172,200,0.98
1245,1429,29345,606,705,289,453,0.99
1246,1429,16548,122,833,239,231,0.99
1247,1429,3544,123,254,202,200,0.99
1248,1429,16548,685,222,215,206,0.44
1249,1429,16262,693,201,220,225,0.41
1250,143,1900,612,901,202,137,1.0
1251,143,16548,622,163,240,225,1.0
1252,143,16232,119,876,183,161,0.98
1253,143,25469,100,192,265,223,0.7
1254,1431,16548,93,788,236,238,1.0
1255,1431,29345,578,670,293,449,0.99
1256,1431,3544,109,241,197,198,0.99
1257,1431,16262,668,197,217,230,0.68
1258,1433,3351,366,171,185,188,1.0
1259,1433,32310,0,665,306,326,1.0
1260,1433,38162,605,754,302,209,0.99
1261,1435,3351,397,854,190,192,1.0
1262,1435,13900,165,340,179,257,1.0
1263,1435,20238,594,306,215,214,0.99
1264,1436,3351,349,185,186,188,1.0
1265,1436,13900,598,623,180,268,1.0
1266,1436,20238,111,696,229,236,1.0
1267,1438,16548,206,842,243,239,1.0
1268,1438,3544,698,853,215,217,0.99
1269,1438,1900,176,303,208,125,0.98
1270,1438,16548,574,226,219,334,0.85
1271,1438,29451,579,175,197,423,0.41
1272,1439,16548,513,180,235,228,1.0
1273,1439,3544,73,200,207,199,0.99
1274,1439,1900,593,849,216,128,0.98
1275,1439,16548,161,670,231,360,0.49
1276,1439,19232,175,669,207,369,0.41
1277,1439,27926,169,687,218,347,0.37
1278,1439,29451,154,623,229,428,0.33
1279,1441,3483,580,761,272,207,1.0
1280,1441,36637,592,203,256,172,0.99
1281,1441,27733,88,734,325,280,0.98
1282,1441,22347,123,174,199,194,0.98
1283,1442,3483,607,792,276,210,1.0
1284,1442,27733,127,777,317,274,1.0
1285,1442,36637,622,215,256,163,0.99
1286,1442,22347,133,180,209,196,0.99
1287,1444,2483,99,687,205,500,1.0
1288,1444,12778,519,617,304,507,0.98
1289,1444,3743,483,147,306,299,0.96
1290,1444,13395,135,123,218,409,0.69
1291,1444,12081,138,105,206,438,0.44
1292,1446,2483,627,23,204,500,1.0
1293,1446,12778,123,55,292,529,0.99
1294,1446,3743,125,798,324,316,0.96
1295,1446,13395,577,701,236,451,0.76
1296,1446,12081,584,688,226,460,0.53
1297,1447,16548,46,788,240,237,1.0
1298,1447,3544,108,183,197,194,0.98
1299,1447,29451,460,756,410,256,0.79
1300,1447,16262,641,184,208,228,0.53
1301,1447,34597,464,769,412,239,0.39
1302,1447,29667,632,189,210,219,0.27
1303,1449,16548,81,830,238,232,1.0
1304,1449,3544,119,189,207,198,0.98
1305,1449,29451,488,794,413,257,0.83
1306,1449,16548,664,206,212,210,0.43
1307,1449,29667,659,192,218,223,0.38
1308,1449,16262,671,191,210,227,0.27
1309,1450,2483,602,48,214,486,1.0
1310,1450,12778,110,65,287,516,0.99
1311,1450,25438,130,811,252,255,0.99
1312,1450,13395,580,719,248,494,0.78
1313,1450,12081,586,698,248,532,0.42
1314,1452,2483,599,83,205,468,0.99
1315,1452,12778,112,87,284,539,0.99
1316,1452,25438,129,824,257,266,0.99
1317,1452,13395,598,719,248,534,0.66
1318,1452,3832,588,723,246,500,0.44
1319,1453,16688,484,117,425,534,1.0
1320,1453,3351,457,905,191,194,1.0
1321,1453,18357,52,308,277,339,0.98
1322,1455,3351,333,192,185,183,1.0
1323,1455,16688,71,619,449,589,1.0
1324,1455,18357,652,648,284,352,0.99
1325,1458,2483,611,63,242,485,1.0
1326,1458,25438,115,831,251,256,0.99
1327,1458,12778,79,151,299,527,0.98
1328,1458,13395,633,704,236,449,0.63
1329,1458,3832,644,693,212,467,0.5
1330,1458,12081,635,699,234,461,0.27
1331,1459,2483,626,79,222,454,1.0
1332,1459,12778,79,153,307,519,0.95
1333,1459,3743,103,816,282,283,0.85
1334,1459,12081,651,698,243,457,0.68
1335,1459,16262,95,796,296,306,0.49
1336,1459,22362,649,670,230,489,0.32
1337,1459,13395,642,669,266,491,0.3
1338,1459,31863,106,803,267,289,0.3
1339,146,3483,172,276,261,219,1.0
1340,146,16232,155,825,185,193,0.99
1341,146,31885,557,670,414,529,0.98
1342,146,27777,636,297,174,193,0.97
1343,1460,2483,58,696,251,485,0.99
1344,1460,12778,551,556,317,500,0.97
1345,1460,3743,549,193,259,257,0.86
1346,1460,12081,66,131,234,427,0.66
1347,1460,22362,72,107,226,445,0.31
1348,1460,13395,76,134,237,403,0.31
1349,1461,2483,625,45,243,481,1.0
1350,1461,12778,75,132,315,502,0.97
1351,1461,3743,102,792,264,279,0.89
1352,1461,12081,638,694,240,432,0.65
1353,1461,13395,643,679,247,467,0.58
1354,1461,22362,635,679,237,464,0.26
1355,1462,3483,131,288,280,178,1.0
1356,1462,25367,531,680,415,463,0.99
1357,1462,20238,136,871,232,225,0.99
1358,1462,28763,672,257,215,199,0.99
1359,1463,3483,588,842,284,174,1.0
1360,1463,25367,56,126,429,448,1.0
1361,1463,20238,622,175,226,221,0.99
1362,1463,28763,96,853,220,206,0.99
1363,1464,3483,562,810,289,178,1.0
1364,1464,20238,593,173,224,215,1.0
1365,1464,25367,49,106,406,449,0.99
1366,1464,28763,63,814,219,207,0.99
1367,1466,3483,561,810,288,179,1.0
1368,1466,16262,597,177,236,228,1.0
1369,1466,28763,62,813,220,206,0.99
1370,1466,22347,106,181,204,194,0.99
1371,1473,1900,619,861,199,161,1.0
1372,1473,19607,153,220,159,151,0.99
1373,1473,16232,120,876,182,162,0.98
1374,1473,16551,581,77,293,501,0.95
1375,1474,3483,609,790,274,211,1.0
1376,1474,27733,126,768,314,276,1.0
1377,1474,36637,623,210,258,165,0.99
1378,1474,34597,71,97,435,431,0.97
1379,1476,3483,582,759,272,208,1.0
1380,1476,36637,595,203,252,172,0.99
1381,1476,34597,59,60,421,458,0.98
